preferred_study_level,phd_supervisor,supervisor_approval,intended_study_area,preferred_dest_1,preferred_dest_2,preferred_dest_3,study_plan,uni_contacted,application_process,current_status,work_experience,birth_year,passport,academic_backlogs,number_of_backlogs,budget,funding_source,parents_occupation,english_test_taken,english_test_name,english_test_score,family_abroad,other_consultants,lead_converted_flag
Postgraduate,No,No,Other,UK,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,Yes,<5,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,New Zealand,Australia,UK,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,Ireland,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Australia,USA,01-2022,Yes,No,Student,0,1997,No,Yes,<5,>30,Bank loan,In-Service,No,Not Taken,0.0,Yes,Also in touch with abhinav consultants,0
Undergraduate,No,No,Visual and Performing arts,Australia,Other,Other,01-2021,Yes,No,Student,0,2002,Yes,No,0,>30,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Australia,UK,New Zealand,01-2021,No,No,Student,0,2004,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Canada,Other,01-2021,No,No,Working professional,1-3,1993,Yes,Yes,<5,20-30,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Student,0,1996,No,Yes,<5,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Business & Economics,Canada,USA,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,1-3,2000,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sciences,Canada,Australia,Other,01-2021,No,No,Working professional,1-3,1992,Yes,Yes,<5,Not provided,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,6.5,Yes,No,1
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2022,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,Canada,Canada,Canada,01-2021,Yes,No,Student,0,2001,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,Also in touch with santamonica consultants,0
Undergraduate,No,No,Law/legal studies,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2021,No,No,Working professional,1-3,1992,Yes,No,0,<10,Other,Own business,No,Not Taken,0.0,Yes,onboarding consultancy,0
Postgraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,<1,1996,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,UK,Other,Other,01-2021,Yes,No,Student,0,1997,Yes,No,0,>30,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Ireland,USA,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Bank loan,Own business,Yes,IELTS,7.0,No,Not yet.,0
Undergraduate,No,No,Psychology,Ireland,New Zealand,New Zealand,01-2021,No,No,Working professional,4-6,1990,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,Ireland,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,2004,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,Not provided,Bank loan,Own business,Yes,IELTS,6.0,No,No,0
Undergraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Australia,New Zealand,01-2021,No,No,Working professional,1-3,1994,Yes,Yes,<5,10-20,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,7.0,No,Not yet.,1
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1997,No,No,0,20-30,Combined self /parent funding and bank loan,Not provided,No,Not Taken,0.0,No,No,1
Undergraduate,No,No,Other,Australia,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,Psychology,Canada,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2022,No,No,Student,0,2001,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Working professional,7+,1990,Yes,Yes,<5,10-20,Combined self /parent funding and bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Clinical Research,USA,Other,Other,01-2021,Yes,No,Student,0,1997,Yes,No,0,10-20,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,UK,Canada,USA,01-2021,No,No,Working professional,4-6,1991,No,Yes,>10,10-20,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,USA,Ireland,UK,01-2021,No,No,Student,0,1998,Yes,Yes,6,20-30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,HR Management ,Canada,Other,Other,01-2021,No,No,Working professional,7+,1987,Yes,Yes,<5,10-20,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,Yes,No,Working professional,4-6,1992,Yes,No,0,20-30,Sponsorship by relatives,Own business,No,Not Taken,0.0,Yes,Some local consultants.,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Canada,Ireland,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,No,1
Postgraduate,No,No,Environmental Studies,UK,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Hospital Management,UK,USA,Canada,01-2021,No,No,Working professional,1-3,1995,No,Yes,<5,10-20,Parents asset,Own business,No,Not Taken,0.0,No,Google Reach.,0
Postgraduate,No,No,Other,UK,Canada,Australia,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,<10,Bank loan,In-Service,No,Not Taken,0.0,No,hope consultant,0
Vocational,No,No,Hotel Management ,Canada,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,USA,Canada,Canada,01-2021,No,No,Student,0,1998,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1993,Yes,Yes,>10,Not provided,Not provided,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Agribusiness ,Australia,Other,Other,01-2021,No,No,Student,0,1997,Yes,Yes,6,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,UK,USA,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,<10,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Canada,UK,Other,01-2021,No,No,Student,0,1998,Yes,No,0,<10,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1996,No,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,Not provided,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Finance,UK,Other,Other,01-2021,Yes,No,Student,0,1998,No,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,New Zealand,01-2021,Yes,No,Working professional,7+,1984,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,Took details from husband and he is not aware with their names,0
Undergraduate,No,No,Nursing,Australia,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,>30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Canada,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Own business,Yes,GRE,294.0,Yes,Local Consultant.,1
Undergraduate,No,No,Engineering,USA,UK,Canada,01-2021,Yes,Yes,Student,0,2001,Yes,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Computer Science and Information Technology,USA,Australia,UK,01-2021,No,No,Student,0,1994,No,Yes,<5,Not provided,Not provided,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,UK,Canada,USA,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,Levrage.edu,0
Undergraduate,No,No,Law/legal studies,Australia,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,nine,0
Vocational,No,No,Pilot ,New Zealand,Other,Other,01-2021,Yes,No,Student,0,2003,Yes,No,0,>30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Australia,Canada,Canada,01-2021,No,No,Student,0,1994,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Nutrition ,Canada,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,7+,1983,Yes,No,0,<10,Not provided,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,USA,Other,01-2021,No,No,Student,0,1998,No,No,0,10-20,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,<1,1997,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Physiotherapy,Canada,UK,Other,01-2021,No,No,Working professional,1-3,1992,Yes,No,0,Not provided,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Finance ,Canada,Other,Other,01-2021,No,No,Working professional,7+,1989,Yes,No,0,<10,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1985,No,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Law/legal studies,UK,Other,Other,01-2021,Yes,No,Student,0,2002,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Canada,Other,01-2021,No,No,Working professional,1-3,1992,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Architecture & Built Environment Studies,UK,Australia,USA,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Not decided,UK,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,UK,Australia,USA,01-2021,No,No,Working professional,1-3,1991,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Pharmacy,UK,Other,Other,01-2021,No,No,Student,0,1998,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,Other,01-2021,No,No,Working professional,4-6,1993,Yes,Yes,<5,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,Local Consultants.,0
Postgraduate,No,No,Other,UK,Other,Other,01-2021,No,No,Student,0,1999,No,No,0,20-30,Not provided,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Finance,UK,Ireland,Ireland,01-2021,No,No,Working professional,4-6,1990,Yes,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,not remember,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1997,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business Management ,UK,Other,Other,01-2021,No,No,Student,0,1998,Yes,Yes,<5,>30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Psychology,Canada,Canada,Canada,01-2021,Yes,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,"none
",0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2022,Yes,No,Working professional,1-3,1998,No,No,0,10-20,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,UK,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,<10,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,business management ,UK,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,>30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Media & Communications,UK,Canada,USA,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,<10,Self funding,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,UK,Canada,USA,01-2021,Yes,No,Student,0,1997,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2021,No,No,Student,0,1993,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Law/legal studies,UK,Canada,Australia,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Hospitality,USA,UK,Canada,01-2021,Yes,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,Yes,No,Working professional,1-3,1994,Yes,No,0,20-30,Bank loan,In-Service,Yes,TOEFL,106.0,Yes,No,0
Postgraduate,No,No,Hotel Management ,Australia,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Health Care,Ireland,Other,Other,01-2022,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Australia,UK,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Environmental Studies,Canada,Ireland,UK,01-2021,No,No,Working professional,<1,1995,Yes,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1997,Yes,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,1
Postgraduate,No,No,Computer Science and Information Technology,Canada,Canada,Other,01-2021,No,No,Student,0,2000,Yes,Yes,<5,Not provided,Not provided,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Canada,New Zealand,UK,01-2021,No,No,Student,0,1997,Yes,Yes,<5,>30,Combined self /parent funding and bank loan,Own business,Yes,IELTS,8.0,No,No,0
Postgraduate,No,No,Engineering,Ireland,Canada,New Zealand,01-2021,Yes,No,Working professional,1-3,1994,No,Yes,<5,20-30,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Pharmacy,UK,Canada,Australia,01-2021,No,No,Student,0,1997,Yes,No,0,10-20,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,yes,0
Postgraduate,No,No,Media & Communications,USA,Other,Other,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Aviation,Canada,USA,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Languages,USA,UK,Canada,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Canada,Other,01-2021,Yes,No,Working professional,1-3,1998,Yes,No,0,>30,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,8.0,Yes,No,1
Vocational,No,No,Engineering,Australia,New Zealand,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Own business,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,Australia,01-2021,No,No,Student,0,1997,No,Yes,6,20-30,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Psychology,Australia,New Zealand,Other,01-2021,Yes,No,Working professional,1-3,1994,Yes,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,8.5,Yes,No,1
Postgraduate,No,No,Engineering,New Zealand,Other,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,Construction Management,Canada,UK,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Australia,New Zealand,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Not provided,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,management ,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1995,Yes,Yes,<5,>30,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Hotel Management,Canada,UK,Other,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,Yes,IELTS,6.0,No,No,1
Postgraduate,No,No,Arts,Canada,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
